GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
90407	1.00	7.81e-01	0.3351	0.2785164	0.09333835	33.42	TMEM41A	transmembrane protein 41A
59343	1.00	8.85e-01	0.1517	0.1452258	0.02203516	149.87	SENP2	SUMO specific peptidase 2
10644	1.00	6.92e-01	0.5291	0.3964553	0.20975315	560.23	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2
6434	1.00	2.58e-01	0.1503	-1.1316856	-0.17011071	285.87	TRA2B	transformer 2 beta homolog
1608	1.00	9.87e-01	0.2532	-0.0158048	-0.00400112	68.91	DGKG	diacylglycerol kinase gamma
55171	1.00	5.77e-01	0.2875	-0.5576767	-0.16030686	33.97	TBCCD1	TBCC domain containing 1
51726	1.00	9.60e-01	0.2115	0.0495312	0.0104753	85.04	DNAJB11	DnaJ heat shock protein family (Hsp40) member B11
1974	1.00	6.35e-01	0.1394	-0.4743107	-0.06610443	584.59	EIF4A2	eukaryotic translation initiation factor 4A2
619567	1.00	5.00e-01	0.4722	-0.6739999	-0.31827969	7.9	SNORD2	small nucleolar RNA, C/D box 2
6043	1.00	6.74e-01	0.3066	0.4212323	0.12914993	29.92	SNORA63	small nucleolar RNA, H/ACA box 63
5984	1.00	7.46e-01	0.307	-0.3239761	-0.09945869	23.29	RFC4	replication factor C subunit 4
6480	1.00	8.03e-01	0.2178	-0.2496197	-0.05437441	539.31	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1
64108	1.00	3.91e-01	0.5501	-0.8571504	-0.47152459	51.15	RTP4	receptor transporter protein 4
604	1.00	8.83e-01	0.5146	-0.1468969	-0.0755897	3032.62	BCL6	BCL6 transcription repressor
339929	1.00	6.78e-01	0.3991	0.415702	0.1658961	11.44	LPP-AS2	LPP antisense RNA 2
4026	1.00	3.52e-01	0.1846	-0.9300427	-0.17165666	702.55	LPP	LIM domain containing preferred translocation partner in lipoma
401105	1.00	3.96e-01	0.3718	-0.8481923	-0.31537234	24.57	FLJ42393	uncharacterized LOC401105
285386	1.00	7.19e-01	0.5195	0.3595314	0.18676471	24.14	TPRG1	tumor protein p63 regulated 1
3556	1.00	3.82e-01	0.2633	-0.8745011	-0.23024646	347.35	IL1RAP	interleukin 1 receptor accessory protein
152137	1.00	3.35e-01	0.3315	-0.9645578	-0.31970907	121.11	CCDC50	coiled-coil domain containing 50
84239	1.00	7.31e-02	0.5034	1.7922083	0.90217625	10.61	ATP13A4	ATPase 13A4
4976	1.00	8.24e-01	0.288	-0.2229273	-0.06420678	560.26	OPA1	OPA1 mitochondrial dynamin like GTPase
100873941	1.00	9.25e-01	0.421	0.0947591	0.0398948	10.76	OPA1-AS1	OPA1 antisense RNA 1
2814	1.00	1.51e-01	0.4285	1.434729	0.6147382	19.53	GP5	glycoprotein V platelet
79572	1.00	5.74e-01	0.1596	0.5621587	0.08971727	365.39	ATP13A3	ATPase 13A3
100507297	1.00	5.08e-02	0.3942	1.9535206	0.77003808	13.89	TMEM44-AS1	TMEM44 antisense RNA 1
55341	1.00	3.61e-01	0.2031	0.913935	0.18560022	97.02	LSG1	large 60S subunit nuclear export GTPase 1
131583	1.00	5.83e-01	0.3338	-0.5489325	-0.18324433	45.25	FAM43A	family with sequence similarity 43 member A
152002	1.00	7.30e-01	0.2635	-0.3451333	-0.0909417	40.89	XXYLT1	xyloside xylosyltransferase 1
105374296	1.00	2.95e-01	0.4568	-1.0466588	-0.47812113	8.88	LOC105374296	uncharacterized LOC105374296
23527	1.00	9.14e-01	0.2796	0.1082568	0.03027233	1278.19	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2
5504	1.00	4.90e-01	0.1534	0.6907738	0.1059589	236.44	PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2
105374298	1.00	3.06e-01	0.3684	-1.0241125	-0.37724616	18.34	LOC105374298	keratinocyte proline-rich protein-like
727956	1.00	3.34e-01	0.1847	0.9657718	0.17841281	128.52	SDHAP2	SDHA pseudogene 2
440993	1.00	2.98e-01	0.2657	-1.0407099	-0.27653507	50.03	MIR570HG	MIR570 host gene
10188	1.00	6.57e-01	0.1372	0.4438669	0.06089198	641.53	TNK2	tyrosine kinase non receptor 2
100128262	1.00	7.93e-01	0.2464	0.2625704	0.06469994	55.06	TNK2-AS1	TNK2 antisense RNA 1
727978	1.00	2.07e-01	0.4596	-1.2627197	-0.58033046	12.41	LOC727978	
255812	1.00	1.11e-01	0.1993	-1.5945732	-0.31781556	157.98	SDHAP1	SDHA pseudogene 1
7037	1.00	3.17e-01	0.3184	-1.0001572	-0.31847994	579.22	TFRC	transferrin receptor
200931	1.00	3.58e-01	0.4624	0.9189442	0.4249019	21.37	SLC51A	solute carrier family 51 subunit alpha
5130	1.00	7.29e-01	0.2405	0.3460002	0.08322911	365.04	PCYT1A	phosphate cytidylyltransferase 1A, choline
26043	1.00	9.45e-01	0.1932	0.0691608	0.0133632	492.15	UBXN7	UBX domain protein 7
165918	1.00	5.80e-01	0.2017	0.5535391	0.11165743	232.56	RNF168	ring finger protein 168
348793	1.00	9.59e-01	0.304	0.0511545	0.01554897	24.58	WDR53	WD repeat domain 53
200933	1.00	7.74e-01	0.2218	-0.287626	-0.06378169	46.96	FBXO45	F-box protein 45
375387	1.00	9.04e-01	0.2188	-0.1211916	-0.02651659	109.99	NRROS	negative regulator of reactive oxygen species
84984	1.00	9.16e-01	0.3904	0.1058866	0.04134018	99.04	CEP19	centrosomal protein 19
54965	1.00	5.63e-01	0.3141	0.5783607	0.18164498	125.51	PIGX	phosphatidylinositol glycan anchor biosynthesis class X
5062	1.00	8.23e-01	0.2401	-0.2235335	-0.05367249	1133.46	PAK2	p21 (RAC1) activated kinase 2
205564	1.00	5.05e-01	0.1323	-0.666449	-0.08816016	234.39	SENP5	SUMO specific peptidase 5
22916	1.00	8.21e-01	0.1744	-0.2257307	-0.03937245	127.24	NCBP2	nuclear cap binding protein subunit 2
100874001	1.00	4.27e-01	0.5171	0.7935307	0.41036355	8.91	NCBP2-AS1	NCBP2 antisense RNA 1
152217	1.00	2.23e-01	0.3506	-1.2187807	-0.42731426	18.28	NCBP2AS2	NCBP2 antisense 2 (head to head)
1739	1.00	3.12e-01	0.2155	-1.0102397	-0.21769027	228.22	DLG1	discs large MAGUK scaffold protein 1
622	1.00	4.25e-01	0.3288	-0.7977008	-0.26228404	37.91	BDH1	3-hydroxybutyrate dehydrogenase 1
220729	1.00	6.16e-01	0.1993	-0.5017907	-0.10000264	67.81	SDHAP4	SDHA pseudogene 4
112268458	1.00	2.05e-01	0.3901	-1.2666608	-0.49416159	23.79	LOC112268458	keratinocyte proline-rich protein-like
9711	1.00	6.97e-01	0.152	-0.3898412	-0.05924575	369.13	RUBCN	rubicon autophagy regulator
84248	1.00	6.27e-01	0.1813	0.485375	0.08800711	189.12	FYTTD1	forty-two-three domain containing 1
105374310	1.00	1.07e-01	0.461	-1.6117514	-0.74294255	13.09	LOC105374310	uncharacterized LOC105374310
84223	1.00	5.57e-01	0.2945	0.5880006	0.17314007	24.73	IQCG	IQ motif containing G
6165	1.00	3.74e-01	0.1953	0.888158	0.17343649	545.57	RPL35A	ribosomal protein L35a
89782	1.00	9.65e-01	0.4293	0.0436719	0.0187505	13.37	LMLN	leishmanolysin like peptidase
728262	1.00	9.85e-01	0.5172	0.0187184	0.00968145	629.5	FAM157A	family with sequence similarity 157 member A
101928669	1.00	2.77e-01	0.5199	1.0865964	0.56488161	13.21	LOC101928669	uncharacterized LOC101928669
255403	1.00	9.70e-01	0.3003	0.0377168	0.01132551	60.62	ZNF718	zinc finger protein 718
7700	1.00	3.91e-01	0.218	-0.8576107	-0.18698371	175.38	ZNF141	zinc finger protein 141
79963	1.00	9.23e-01	0.36	0.0970518	0.03493452	17.22	ABCA11P	ATP binding cassette subfamily A member 11, pseudogene
170960	1.00	8.85e-01	0.1973	-0.1446374	-0.02854266	148.81	ZNF721	zinc finger protein 721
54872	1.00	4.20e-02	0.1408	-2.0330416	-0.28618505	290.58	PIGG	phosphatidylinositol glycan anchor biosynthesis class G
5158	1.00	9.43e-01	0.3742	0.0713695	0.02670481	21.35	PDE6B	phosphodiesterase 6B
521	1.00	5.31e-02	0.2738	1.9339065	0.52949072	29.82	ATP5ME	ATP synthase membrane subunit e
4636	1.00	1.26e-01	0.2358	1.530623	0.36098001	63.85	MYL5	myosin light chain 5
84179	1.00	9.44e-01	0.3342	-0.070203	-0.0234652	68.79	SLC49A3	solute carrier family 49 member 3
10336	1.00	8.71e-01	0.1617	0.1618622	0.02616638	274.05	PCGF3	polycomb group ring finger 3
107986246	1.00	9.69e-01	0.4436	0.0386617	0.01715218	10.48	LOC107986246	uncharacterized LOC107986246
107986211	1.00	8.42e-01	0.2196	-0.1992168	-0.04373968	109.96	LOC107986211	replaced by ID 100129917
100129917	1.00	1.39e-01	0.2372	-1.4813837	-0.35141006	62.85	PCGF3-AS1	PCGF3 antisense RNA 1
2580	1.00	8.50e-01	0.1512	0.1886659	0.02852003	528.92	GAK	cyclin G associated kinase
105374341	1.00	5.18e-01	0.2726	-0.646275	-0.17614308	29.67	LOC105374341	uncharacterized LOC105374341
84286	1.00	6.44e-01	0.2165	-0.4616205	-0.09995695	110.04	TMEM175	transmembrane protein 175
1609	1.00	3.78e-01	0.2625	0.8824174	0.23165221	220.24	DGKQ	diacylglycerol kinase theta
10861	1.00	1.49e-01	0.376	-1.4424698	-0.54232832	37.13	SLC26A1	solute carrier family 26 member 1
3425	1.00	3.57e-01	0.2894	0.9219646	0.26685386	52.97	IDUA	alpha-L-iduronidase
53834	1.00	1.02e-01	0.3678	1.6364335	0.60184498	40.31	FGFRL1	fibroblast growth factor receptor like 1
10417	1.00	3.82e-01	0.4652	0.8734601	0.40631125	139.34	SPON2	spondin 2
100130872	1.00	9.76e-01	0.4898	-0.0299776	-0.0146832	72.9	LOC100130872	uncharacterized LOC100130872
101928548	1.00	5.30e-01	0.4963	-0.6285609	-0.31197419	17.6	LOC101928548	
285463	1.00	9.11e-01	0.1788	-0.1115236	-0.01993993	113.71	CTBP1-AS	CTBP1 antisense RNA
1487	1.00	5.11e-01	0.1634	0.6571662	0.10738658	630.43	CTBP1	C-terminal binding protein 1
92070	1.00	7.62e-01	0.372	-0.3034044	-0.11285537	20.76	CTBP1-DT	CTBP1 divergent transcript
10296	1.00	6.08e-01	0.2711	0.5125179	0.13892193	292.56	MAEA	macrophage erythroblast attacher, E3 ubiquitin ligase
57654	1.00	8.10e-01	0.2078	-0.2406178	-0.04999934	281.37	UVSSA	UV stimulated scaffold protein A
152877	1.00	7.01e-01	0.4373	-0.3845797	-0.16818306	12.44	FAM53A	family with sequence similarity 53 member A
7884	1.00	7.17e-01	0.2657	0.3623066	0.09625354	142.36	SLBP	stem-loop binding protein
92305	1.00	9.87e-01	0.2311	-0.0165989	-0.00383536	102.73	TMEM129	transmembrane protein 129, E3 ubiquitin ligase
10460	1.00	9.15e-01	0.4074	0.1067887	0.04350291	364.12	TACC3	transforming acidic coiled-coil containing protein 3
112268460	1.00	9.73e-01	0.4219	-0.0341778	-0.01441974	59.86	LOC112268460	uncharacterized LOC112268460
3954	1.00	9.04e-01	0.2388	-0.1205449	-0.0287852	108.6	LETM1	leucine zipper and EF-hand containing transmembrane protein 1
7468	1.00	5.68e-01	0.1947	-0.5710778	-0.11121438	227.99	NSD2	nuclear receptor binding SET domain protein 2
7469	1.00	5.86e-01	0.2649	-0.5442848	-0.14415835	48.22	NELFA	negative elongation factor complex member A
401115	1.00	3.66e-01	0.401	0.9032304	0.3622103	13.78	C4orf48	chromosome 4 open reading frame 48
353497	1.00	3.34e-01	0.3758	-0.9665708	-0.36321213	15.72	POLN	DNA polymerase nu
79441	1.00	5.49e-01	0.2197	-0.5999859	-0.13182296	86.31	HAUS3	HAUS augmin like complex subunit 3
10608	1.00	3.45e-01	0.2003	0.9437499	0.18898669	243.02	MXD4	MAX dimerization protein 4
57732	1.00	5.81e-01	0.3616	0.551592	0.19944892	123.76	ZFYVE28	zinc finger FYVE-type containing 28
105374352	1.00	9.43e-01	0.3876	0.0713402	0.02765019	17.06	LOC105374352	uncharacterized LOC105374352
107986249	1.00	9.93e-01	0.599	0.0092367	0.00553299	9.4	LOC107986249	uncharacterized LOC107986249
6047	1.00	6.58e-01	0.1662	0.4428897	0.07361426	246.61	RNF4	ring finger protein 4
8603	1.00	6.83e-01	0.134	-0.4083728	-0.0547276	301.3	FAM193A	family with sequence similarity 193 member A
79155	1.00	6.69e-01	0.2423	0.427782	0.10365912	123.98	TNIP2	TNFAIP3 interacting protein 2
6452	1.00	9.61e-01	0.2197	0.0492798	0.01082683	1016.38	SH3BP2	SH3 domain binding protein 2
118	1.00	9.77e-01	0.2141	-0.0285548	-0.00611376	1028.8	ADD1	adducin 1
10227	1.00	4.23e-01	0.1712	0.8004665	0.13702647	118.74	MFSD10	major facilitator superfamily domain containing 10
317648	1.00	9.95e-01	0.3038	0.0056978	0.00173123	40.66	NOP14-AS1	NOP14 antisense RNA 1
8602	1.00	8.98e-01	0.2611	0.1286095	0.03358131	116.7	NOP14	NOP14 nucleolar protein
3064	1.00	9.69e-01	0.17	0.0387254	0.00658289	564.3	HTT	huntingtin
345222	1.00	7.47e-01	0.2789	-0.3228738	-0.09006336	35.72	MSANTD1	Myb/SANT DNA binding domain containing 1
285489	1.00	3.05e-01	0.359	-1.0264448	-0.36844984	19.43	DOK7	docking protein 7
4043	1.00	6.07e-01	0.1982	-0.5138937	-0.10183539	381.83	LRPAP1	LDL receptor related protein associated protein 1
85013	1.00	2.37e-01	0.3279	1.1831873	0.38791859	32.98	TMEM128	transmembrane protein 128
55646	1.00	7.38e-01	0.3421	-0.3340293	-0.1142684	48.26	LYAR	Ly1 antibody reactive
166793	1.00	2.90e-01	0.2921	-1.0579546	-0.30905482	38.55	ZBTB49	zinc finger and BTB domain containing 49
53407	1.00	4.88e-01	0.2485	-0.6938374	-0.17241992	57.52	STX18	syntaxin 18
107986254	1.00	6.72e-01	0.3221	-0.4231151	-0.13626852	25.8	LOC107986254	uncharacterized LOC107986254
389197	1.00	4.76e-01	0.5176	0.7132297	0.36917817	21.72	C4orf50	chromosome 4 open reading frame 50
152789	1.00	6.55e-01	0.4483	0.4470669	0.20040445	71.19	JAKMIP1	janus kinase and microtubule interacting protein 1
23324	1.00	5.19e-01	0.1893	0.6443213	0.12196312	283.54	MAN2B2	mannosidase alpha class 2B member 2
93621	1.00	2.69e-01	0.1726	1.1043658	0.19060858	495.04	MRFAP1	Morf4 family associated protein 1
93622	1.00	2.33e-01	0.3243	1.193891	0.38712987	47.21	LOC93622	Morf4 family associated protein 1 like 1
339988	1.00	6.65e-01	0.442	0.4332625	0.19151435	22.75	LINC02481	long intergenic non-protein coding RNA 2481
6286	1.00	6.14e-01	0.5995	-0.5049842	-0.30273088	160.98	S100P	S100 calcium binding protein P
114932	1.00	7.92e-01	0.2001	0.263846	0.05279422	168.84	MRFAP1L1	Morf4 family associated protein 1 like 1
55330	1.00	2.64e-01	0.268	1.1179324	0.29961333	31.65	BLOC1S4	biogenesis of lysosomal organelles complex 1 subunit 4
9778	1.00	9.39e-01	0.2806	0.0765405	0.02147871	637.22	KIAA0232	KIAA0232
57533	1.00	8.00e-01	0.3852	-0.253729	-0.09774321	634.38	TBC1D14	TBC1 domain family member 14
100129931	1.00	8.78e-01	0.3701	-0.1540732	-0.05701675	152.36	LOC100129931	uncharacterized LOC100129931
93624	1.00	8.97e-01	0.1672	0.1292916	0.02161728	240.41	TADA2B	transcriptional adaptor 2B
80273	1.00	9.39e-01	0.2444	-0.0765265	-0.0187068	60.51	GRPEL1	GrpE like 1, mitochondrial
60312	1.00	5.22e-01	0.3215	0.6410306	0.20606756	57.57	AFAP1	actin filament associated protein 1
54436	1.00	6.51e-01	0.2465	-0.4519346	-0.11141179	180.2	SH3TC1	SH3 domain and tetratricopeptide repeats 1
8310	1.00	7.37e-01	0.2069	-0.3354234	-0.06939774	60.6	ACOX3	acyl-CoA oxidase 3, pristanoyl
152992	1.00	7.84e-01	0.2387	0.2742286	0.06546338	49.87	TRMT44	tRNA methyltransferase 44 homolog
105369250	1.00	2.27e-01	0.5492	1.2081274	0.66346567	9.48	LOC105369250	uncharacterized LOC105369250
56606	1.00	1.18e-01	0.2666	-1.5618833	-0.41635677	59.87	SLC2A9	solute carrier family 2 member 9
105374476	1.00	6.23e-01	0.3524	-0.4916197	-0.17325437	16.51	SLC2A9-AS1	SLC2A9 antisense RNA 1
9948	1.00	1.16e-01	0.1815	1.5708805	0.28519299	1218.72	WDR1	WD repeat domain 1
85460	1.00	6.60e-01	0.1625	-0.4403765	-0.07157176	137.39	ZNF518B	zinc finger protein 518B
9364	1.00	7.71e-01	0.2167	0.2909856	0.06306958	46.69	RAB28	RAB28, member RAS oncogene family
259282	1.00	9.93e-01	0.2978	0.0091945	0.00273846	1859.71	BOD1L1	biorientation of chromosomes in cell division 1 like 1
132864	1.00	7.79e-01	0.289	0.2800003	0.08091751	246.48	CPEB2	cytoplasmic polyadenylation element binding protein 2
101929095	1.00	1.57e-01	0.398	1.4149307	0.56312178	13.2	C1QTNF7-AS1	C1QTNF7 antisense RNA 1
114905	1.00	2.03e-01	0.4033	1.2726923	0.51327785	45.46	C1QTNF7	C1q and TNF related 7
107986185	1.00	9.25e-02	0.6817	1.6821306	1.14671699	8.02	LOC107986185	uncharacterized LOC107986185
57545	1.00	9.32e-01	0.3195	0.0852614	0.02723978	460.58	CC2D2A	coiled-coil and C2 domain containing 2A
26234	1.00	6.87e-01	0.3051	-0.402672	-0.12287131	1712.42	FBXL5	F-box and leucine rich repeat protein 5
285550	1.00	5.16e-01	0.3233	-0.6496606	-0.2100271	127.81	FAM200B	family with sequence similarity 200 member B
683	1.00	8.45e-01	0.3693	-0.1958963	-0.07234647	361.27	BST1	bone marrow stromal cell antigen 1
952	1.00	7.21e-01	0.3267	-0.3571367	-0.11668911	112.72	CD38	CD38 molecule
83888	1.00	2.34e-01	0.6028	1.1903708	0.71758331	139.73	FGFBP2	fibroblast growth factor binding protein 2
5860	1.00	5.33e-01	0.329	-0.6231829	-0.20500296	18.57	QDPR	quinoid dihydropteridine reductase
51056	1.00	2.76e-01	0.4467	-1.089657	-0.48670756	331.79	LAP3	leucine aminopeptidase 3
80306	1.00	9.04e-01	0.1548	0.1211573	0.01875544	499.5	MED28	mediator complex subunit 28
27146	1.00	6.32e-01	0.2251	-0.4793116	-0.10790166	73.93	FAM184B	family with sequence similarity 184 member B
54876	1.00	8.08e-01	0.2408	-0.2429851	-0.05852182	151.84	DCAF16	DDB1 and CUL4 associated factor 16
64151	1.00	6.62e-01	0.2766	0.4369278	0.12084533	58.92	NCAPG	non-SMC condensin I complex subunit G
254251	1.00	3.78e-01	0.1835	-0.8818661	-0.16180181	151.78	LCORL	ligand dependent nuclear receptor corepressor like
133015	1.00	2.81e-01	0.2673	-1.0790863	-0.28838609	35.99	PACRGL	parkin coregulated like
80333	1.00	4.63e-01	0.4044	-0.7347196	-0.29710865	10.74	KCNIP4	potassium voltage-gated channel interacting protein 4
166647	1.00	3.67e-01	0.495	-0.9020476	-0.4464917	8.46	ADGRA3	adhesion G protein-coupled receptor A3
107986265	1.00	4.40e-01	0.394	0.7719515	0.30418054	15.58	LOC107986265	
1665	1.00	6.21e-01	0.1365	-0.4944338	-0.06751118	315.73	DHX15	DEAH-box helicase 15
91050	1.00	5.79e-01	0.4591	-0.5548154	-0.25472797	33.99	CCDC149	coiled-coil domain containing 149
51091	1.00	7.51e-01	0.2283	-0.3175011	-0.07247843	85.31	SEPSECS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
285540	1.00	7.82e-01	0.4268	0.2762974	0.11791083	10.21	SEPSECS-AS1	SEPSECS antisense RNA 1 (head to head)
105374535	1.00	6.76e-01	0.4279	-0.4180275	-0.17885401	21.33	LOC105374535	uncharacterized LOC105374535
55300	1.00	3.71e-01	0.2789	0.8953835	0.24971378	94.66	PI4K2B	phosphatidylinositol 4-kinase type 2 beta
29063	1.00	9.06e-01	0.2988	0.118351	0.03535807	36.41	ZCCHC4	zinc finger CCHC-type containing 4
29945	1.00	4.47e-01	0.2204	-0.7597724	-0.1674506	125.55	ANAPC4	anaphase promoting complex subunit 4
23231	1.00	6.00e-01	0.3214	-0.5238841	-0.16835936	300.48	SEL1L3	SEL1L family member 3
389203	1.00	6.95e-01	0.374	-0.3916521	-0.14647174	15.93	SMIM20	small integral membrane protein 20
3516	1.00	9.05e-01	0.2912	-0.1197552	-0.03487851	567.06	RBPJ	recombination signal binding protein for immunoglobulin kappa J region
55296	1.00	6.29e-01	0.3449	-0.4826302	-0.16644109	61.85	TBC1D19	TBC1 domain family member 19
57620	1.00	9.74e-01	0.206	0.0331695	0.00683127	150.94	STIM2	stromal interaction molecule 2
116984	1.00	3.70e-01	0.2191	0.8973607	0.19658049	626.48	ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
401124	1.00	6.61e-01	0.436	0.4383186	0.1911215	127.56	DTHD1	death domain containing 1
55286	1.00	6.40e-01	0.4121	-0.4682403	-0.19294097	12.18	C4orf19	chromosome 4 open reading frame 19
768211	1.00	6.57e-01	0.2302	0.4436792	0.10211299	323.45	RELL1	RELT like 1
55276	1.00	8.22e-01	0.3054	-0.2247544	-0.06864479	225.45	PGM2	phosphoglucomutase 2
23216	1.00	8.40e-01	0.2676	0.2022451	0.05413081	632.78	TBC1D1	TBC1 domain family member 1
105374407	1.00	9.43e-01	0.3542	0.0717888	0.02542778	209.6	LOC105374407	
10744	1.00	6.87e-01	0.4935	-0.4035408	-0.19913591	16.84	PTTG2	pituitary tumor-transforming 2
79667	1.00	8.75e-01	0.2608	0.1573857	0.04104088	61.95	KLF3-AS1	KLF3 antisense RNA 1
51274	1.00	4.96e-01	0.1666	0.6803941	0.11336882	1111.71	KLF3	KLF transcription factor 3
7096	1.00	9.30e-01	0.386	-0.0872791	-0.03368707	1642.36	TLR1	toll like receptor 1
10333	1.00	6.46e-01	0.3907	0.458998	0.17930812	763.25	TLR6	toll like receptor 6
92689	1.00	2.44e-01	0.4385	1.1659347	0.51129079	12.48	FAM114A1	family with sequence similarity 114 member A1
51088	1.00	5.13e-01	0.1577	-0.6548294	-0.10323812	274.04	KLHL5	kelch like family member 5
105374418	1.00	1.09e-01	0.3463	-1.6029273	-0.55509403	20.36	LOC105374418	uncharacterized LOC105374418
57728	1.00	6.26e-01	0.2853	-0.4872923	-0.13904377	43.55	WDR19	WD repeat domain 19
5981	1.00	6.79e-01	0.2139	0.4133407	0.08841692	186.71	RFC1	replication factor C subunit 1
6133	1.00	3.22e-01	0.2021	0.9903134	0.20018074	367.81	RPL9	ribosomal protein L9
11019	1.00	8.60e-01	0.3425	0.1768219	0.06055736	21.62	LIAS	lipoic acid synthetase
7358	1.00	8.05e-01	0.3359	-0.2465181	-0.08279412	31.13	UGDH	UDP-glucose 6-dehydrogenase
100885776	1.00	1.32e-01	0.3819	-1.5080386	-0.57595406	13.33	UGDH-AS1	UGDH antisense RNA 1
201895	1.00	6.47e-01	0.2104	-0.4576802	-0.09627344	167.66	SMIM14	small integral membrane protein 14
3093	1.00	4.92e-01	0.1423	-0.6878675	-0.09788646	310.11	UBE2K	ubiquitin conjugating enzyme E2 K
23244	1.00	9.71e-01	0.1845	0.0364649	0.00672696	555.41	PDS5A	PDS5 cohesin associated factor A
55728	1.00	7.23e-01	0.1941	0.3549574	0.06889594	173.58	N4BP2	NEDD4 binding protein 2
399	1.00	5.24e-01	0.3012	-0.6368404	-0.19180038	239.24	RHOH	ras homolog family member H
54502	1.00	7.42e-01	0.3624	0.3287911	0.11916004	902.51	RBM47	RNA binding motif protein 47
79730	1.00	1.27e-01	0.2815	-1.5269605	-0.42983173	41.94	NSUN7	NOP2/Sun RNA methyltransferase family member 7
55161	1.00	9.90e-01	0.2964	-0.0131001	-0.00388332	422.58	TMEM33	transmembrane protein 33
285429	1.00	9.63e-01	0.6076	-0.0463531	-0.02816342	7.19	DCAF4L1	DDB1 and CUL4 associated factor 4 like 1
10463	1.00	6.60e-01	0.164	-0.4393	-0.07203204	143.13	SLC30A9	solute carrier family 30 member 9
389206	1.00	9.97e-02	0.4773	-1.646544	-0.78584225	14.47	BEND4	BEN domain containing 4
10396	1.00	7.43e-01	0.19	0.3276546	0.06226171	406.87	ATP8A1	ATPase phospholipid transporting 8A1
60558	1.00	4.99e-01	0.1975	-0.6767854	-0.13366088	91.73	GUF1	GTP binding elongation factor GUF1
132789	1.00	6.32e-01	0.3971	0.4783357	0.18995629	32.31	GNPDA2	glucosamine-6-phosphate deaminase 2
54951	1.00	9.12e-01	0.283	0.109917	0.03110243	46.12	COMMD8	COMM domain containing 8
57205	1.00	7.96e-01	0.1817	-0.2581762	-0.04690629	151.37	ATP10D	ATPase phospholipid transporting 10D (putative)
152518	1.00	7.60e-02	0.5053	1.7741379	0.89642925	79.47	NFXL1	nuclear transcription factor, X-box binding like 1
7294	1.00	9.84e-01	0.2848	-0.0204584	-0.00582582	242.06	TXK	TXK tyrosine kinase
7006	1.00	7.94e-02	0.3273	-1.7543302	-0.57424457	52.11	TEC	tec protein tyrosine kinase
57606	1.00	4.46e-01	0.2031	-0.7616673	-0.15473082	280.14	SLAIN2	SLAIN motif family member 2
326340	1.00	2.82e-01	0.2389	1.0753547	0.25692486	47.9	ZAR1	zygote arrest 1
285527	1.00	7.18e-01	0.1237	0.3612843	0.04468722	782.18	FRYL	FRY like transcription coactivator
54940	1.00	7.67e-01	0.1524	0.2962291	0.04515017	157.63	OCIAD1	OCIA domain containing 1
132299	1.00	4.09e-01	0.3627	-0.8260598	-0.29965151	23.26	OCIAD2	OCIA domain containing 2
23142	1.00	8.19e-01	0.1937	0.2289396	0.04434199	122.99	DCUN1D4	defective in cullin neddylation 1 domain containing 4
6443	1.00	4.92e-01	0.3892	0.6872032	0.26747404	14.43	SGCB	sarcoglycan beta
64854	1.00	9.57e-01	0.3081	-0.0545294	-0.01680313	39.85	USP46	ubiquitin specific peptidase 46
57291	1.00	8.73e-01	0.3617	-0.1601562	-0.05792084	26.26	DANCR	differentiation antagonizing non-protein coding RNA
152579	1.00	5.31e-01	0.2427	-0.6258647	-0.15190794	105.14	SCFD2	sec1 family domain containing 2
81608	1.00	4.09e-01	0.1547	-0.8261619	-0.12783244	252.52	FIP1L1	factor interacting with PAPOLA and CPSF1
84708	1.00	3.23e-01	0.2743	0.9874107	0.27088387	27.98	LNX1	ligand of numb-protein X 1
402176	1.00	5.18e-01	0.3373	0.6465269	0.21808066	21.25	RPL21P44	ribosomal protein L21 pseudogene 44
26511	1.00	5.36e-01	0.1558	0.6185265	0.09637709	444.13	CHIC2	cysteine rich hydrophobic domain 2
3815	1.00	2.39e-01	0.4325	-1.1781406	-0.50955211	11.24	KIT	KIT proto-oncogene, receptor tyrosine kinase
79644	1.00	1.77e-01	0.5952	1.3492677	0.80304684	13.77	SRD5A3	steroid 5 alpha-reductase 3
55858	1.00	9.39e-01	0.2614	0.0762875	0.01994436	280.21	TMEM165	transmembrane protein 165
9575	1.00	4.72e-01	0.1711	-0.7185301	-0.12291249	182.1	CLOCK	clock circadian regulator
55763	1.00	5.28e-01	0.1889	-0.6303216	-0.11904988	280.67	EXOC1	exocyst complex component 1
105377663	1.00	2.26e-01	0.441	-1.2095956	-0.53345836	10.53	LOC105377663	uncharacterized LOC105377663
9662	1.00	8.75e-01	0.1789	-0.1575916	-0.02818635	147.26	CEP135	centrosomal protein 135
132949	1.00	5.35e-01	0.2243	-0.6210779	-0.13933622	56.06	AASDH	aminoadipate-semialdehyde dehydrogenase
